Date,Open,High,Low,Close,Adj Close,Volume
2022-06-02,24.608145,24.654699,24.498796,24.610800,24.610800,0
2022-06-03,24.581499,24.590578,24.463226,24.583401,24.583401,0
2022-06-06,24.411200,24.583200,24.367249,24.413900,24.413900,0
2022-06-07,24.504900,24.684999,24.326283,24.503099,24.503099,0
2022-06-08,24.655199,24.676399,24.543344,24.640587,24.640587,0
2022-06-09,24.560400,24.602633,24.433376,24.561550,24.561550,0
2022-06-10,24.580723,24.650414,24.470245,24.580320,24.580320,0
2022-06-13,24.573944,24.922964,24.557598,24.570900,24.570900,0
2022-06-14,24.864500,24.981594,24.715296,24.870399,24.870399,0
2022-06-15,24.700899,24.980967,24.680746,24.694799,24.694799,0
2022-06-16,24.628799,25.422800,24.600328,24.616800,24.616800,0
2022-06-17,25.206200,25.211300,24.920481,25.197594,25.197594,0
2022-06-20,24.810801,24.868225,24.755381,24.814827,24.814827,0
2022-06-21,24.833599,24.879709,24.680401,24.829700,24.829700,0
2022-06-22,24.713190,24.755768,24.548071,24.713499,24.713499,0
2022-06-23,24.580700,24.653601,24.417038,24.574400,24.574400,0
2022-06-24,24.550125,24.635002,24.393999,24.549700,24.549700,0
2022-06-27,24.438000,24.479149,24.335178,24.431581,24.431581,0
2022-06-28,24.413177,24.475748,24.346399,24.414745,24.414745,0
2022-06-29,24.553873,24.602501,24.348499,24.555700,24.555700,0
2022-06-30,24.420601,24.629971,24.398306,24.417500,24.417500,0
2022-07-01,24.443899,24.532400,24.301399,24.444201,24.444201,0
2022-07-04,24.516899,24.692493,24.509300,24.506783,24.506783,0
2022-07-05,24.559099,24.611700,24.402901,24.559700,24.559700,0
2022-07-06,24.525999,24.739201,24.500799,24.533400,24.533400,0
2022-07-07,24.622299,24.761202,24.599400,24.620899,24.620899,0
2022-07-08,24.650999,24.696577,24.462700,24.648100,24.648100,0
2022-07-11,24.593884,24.707699,24.501562,24.586100,24.586100,0
2022-07-12,24.673500,24.803961,24.613344,24.658701,24.658701,0
2022-07-13,24.793226,24.870375,24.694099,24.781601,24.781601,0
2022-07-14,24.674519,24.788000,24.618881,24.664333,24.664333,0
2022-07-15,24.626749,24.706900,24.392845,24.632120,24.632120,0
2022-07-18,24.370386,24.539886,24.294647,24.381901,24.381901,0
2022-07-19,24.429199,24.607393,24.386677,24.425699,24.425699,0
2022-07-20,24.628698,24.711800,24.510300,24.629475,24.629475,0
2022-07-21,24.601999,24.736500,24.455770,24.588066,24.588066,0
2022-07-22,24.789600,24.789600,24.579384,24.786900,24.786900,0
2022-07-25,24.624800,24.713602,24.564053,24.625700,24.625700,0
2022-07-26,24.657301,24.696800,24.506514,24.652168,24.652168,0
2022-07-27,24.632299,24.733299,24.560083,24.632601,24.632601,0
2022-07-28,24.798700,24.847000,24.627600,24.792801,24.792801,0
2022-07-29,24.704599,24.829445,24.483999,24.701799,24.701799,0
2022-08-01,24.802778,24.959600,24.742500,24.789209,24.789209,0
2022-08-02,25.000200,25.162197,24.892887,24.977179,24.977179,0
2022-08-03,25.268101,25.280600,24.932100,25.267599,25.267599,0
2022-08-04,24.878799,24.905600,24.575600,24.872200,24.872200,0
2022-08-05,24.696793,24.749300,24.517017,24.708916,24.708916,0
2022-08-08,24.632601,24.648701,24.524109,24.625099,24.625099,0
2022-08-09,24.473900,24.566738,24.431955,24.472700,24.472700,0
2022-08-10,24.444099,24.550219,24.367271,24.432640,24.432640,0
2022-08-11,24.439913,24.490101,24.335773,24.439655,24.439655,0
2022-08-12,24.323000,24.345600,24.067844,24.320999,24.320999,0
2022-08-15,24.082399,24.169001,23.949955,24.076700,24.076700,0
2022-08-16,23.885212,24.165501,23.853754,23.893999,23.893999,0
2022-08-17,24.075701,24.230780,24.043900,24.078222,24.078222,0
2022-08-18,24.060804,24.128700,24.019157,24.053188,24.053188,0
2022-08-19,24.008377,24.058599,23.823725,24.018600,24.018600,0
2022-08-22,23.857300,23.889591,23.676954,23.857201,23.857201,0
2022-08-23,23.689899,23.744799,23.554445,23.692699,23.692699,0
2022-08-24,23.641001,23.721001,23.448191,23.639299,23.639299,0
2022-08-25,23.477301,23.580999,23.465673,23.467279,23.467279,0
2022-08-26,23.567499,23.644070,23.433649,23.550352,23.550352,0
2022-08-29,23.468771,23.499901,23.379431,23.478001,23.478001,0
2022-08-30,23.436399,23.458784,23.319221,23.436899,23.436899,0
2022-08-31,23.475401,23.538900,23.384100,23.476700,23.476700,0
2022-09-01,23.410101,23.469801,23.285086,23.410500,23.410500,0
2022-09-02,23.298800,23.331699,23.040432,23.301201,23.301201,0
2022-09-05,22.918709,23.028191,22.863232,22.914433,22.914433,0
2022-09-06,23.107599,23.233700,23.062735,23.091763,23.091763,0
2022-09-07,23.175573,23.175573,22.926701,23.171499,23.171499,0
2022-09-08,23.032200,23.119169,22.950300,23.030199,23.030199,0
2022-09-09,22.975700,23.161221,22.960400,22.977600,22.977600,0
2022-09-12,23.088301,23.213699,23.046253,23.073732,23.073732,0
2022-09-13,23.180500,23.255535,23.085918,23.180201,23.180201,0
2022-09-14,23.058100,23.184401,22.997066,23.047955,23.047955,0
2022-09-15,23.039700,23.077499,22.955400,23.044399,23.044399,0
2022-09-16,23.009399,23.038099,22.829580,23.007700,23.007700,0
2022-09-19,22.896601,22.936434,22.779104,22.897900,22.897900,0
2022-09-20,22.790501,22.889179,22.722185,22.783400,22.783400,0
2022-09-21,22.745300,22.757000,22.634600,22.745399,22.745399,0
2022-09-22,22.558300,22.579243,22.428144,22.558800,22.558800,0
2022-09-23,22.432100,22.450493,21.959801,22.435600,22.435600,0
2022-09-26,21.819300,22.116899,21.026018,21.820288,21.820288,0
2022-09-27,21.933800,22.016905,21.840599,21.939501,21.939501,0
2022-09-28,21.848700,22.133207,21.563801,21.845600,21.845600,0
2022-09-29,21.867779,22.322399,21.750000,21.867800,21.867800,0
2022-09-30,22.461952,22.585199,22.211599,22.473301,22.473301,0
2022-10-03,22.395901,22.667101,22.287506,22.405899,22.405899,0
2022-10-04,22.695601,22.854401,22.598448,22.686001,22.686001,0
2022-10-05,22.859900,22.920000,22.607000,22.860201,22.860201,0
2022-10-06,22.764099,22.792999,22.364811,22.760401,22.760401,0
2022-10-07,22.448734,22.489100,22.218151,22.444799,22.444799,0
2022-10-10,22.196301,22.236099,22.012760,22.187099,22.187099,0
2022-10-11,22.105101,22.290155,21.988056,22.095100,22.095100,0
2022-10-12,22.001400,22.245314,21.944639,22.004000,22.004000,0
2022-10-13,22.186199,22.702690,22.108410,22.190599,22.190599,0
2022-10-14,22.589399,22.672777,22.408701,22.578684,22.578684,0
2022-10-17,22.507917,22.853800,22.450100,22.514099,22.514099,0
2022-10-18,22.688400,22.770548,22.524700,22.685200,22.685200,0
2022-10-19,22.700392,22.715300,22.535400,22.706301,22.706301,0
2022-10-20,22.554501,22.706652,22.466482,22.561399,22.561399,0
2022-10-21,22.490900,22.490900,22.265028,22.488199,22.488199,0
2022-10-24,22.599514,22.702900,22.498716,22.609800,22.609800,0
2022-10-25,22.520100,22.853901,22.442177,22.523199,22.523199,0
2022-10-26,22.776400,23.075899,22.727819,22.780701,22.780701,0
2022-10-27,23.205200,23.298401,22.942759,23.207300,23.207300,0
2022-10-28,22.944300,22.989599,22.858376,22.944500,22.944500,0
2022-10-31,22.981800,23.031799,22.782801,22.976700,22.976700,0
2022-11-01,22.716455,22.858232,22.594900,22.710600,22.710600,0
2022-11-02,22.665134,22.718901,22.531431,22.673401,22.673401,0
2022-11-03,22.407101,22.447620,21.987499,22.400000,22.400000,0
2022-11-04,21.971600,22.083912,21.904152,21.971201,21.971201,0
2022-11-07,22.173901,22.364500,22.096899,22.166700,22.166700,0
2022-11-08,22.398811,22.578300,22.236790,22.406601,22.406601,0
2022-11-09,22.564301,22.582500,22.261545,22.568100,22.568100,0
2022-11-10,22.250401,22.646811,22.230499,22.249500,22.249500,0
2022-11-11,22.592300,23.063971,22.501101,22.587799,22.587799,0
2022-11-14,23.021170,23.092772,22.707731,23.022499,23.022499,0
2022-11-15,22.726278,23.118710,22.698999,22.737000,22.737000,0
2022-11-16,22.987200,23.067699,22.867817,22.986500,22.986500,0
2022-11-17,23.039200,23.093599,22.875299,22.919100,22.919100,0
